1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
1439609955287040.0,-892396896256000.0,-554556849127424.0,-557395419856896.0,2697946252443648.0,-1755732433174528.0,514840749670400.0,-1486453955624960.0,-1901022452645888.0,-1360658926927872.0,798235375435776.0,-3522570846470144.0,310527578341376.0,-2012390551977984.0
517703580254208.0,249830798524416.0,188620921110528.0,118045204807680.0,496225958756352.0,-460275304103936.0,-117856679231488.0,-452001888468992.0,-288837959942144.0,72094868045824.0,130672886808576.0,-69183068962816.0,602160119152640.0,306710996582400.0
64688020783104.0,116535045652480.0,-30455799742464.0,-106328315920384.0,68241154113536.0,-114335938510848.0,103446736797696.0,124465954422784.0,58622310612992.0,39471839969280.0,62183627030528.0,-57206003204096.0,67560145944576.0,-4603301593088.0
11130392018944.0,-10685700374528.0,2460391833600.0,11105758871552.0,-2267717042176.0,-29637872713728.0,-14473447342080.0,2390182330368.0,5531188068352.0,-12802653683712.0,-36683361812480.0,-5062191480832.0,-124853420032.0,-16642014707712.0
-6875130626048.0,-227744415744.0,1424302669824.0,3254002122752.0,310478176256.0,-3648229998592.0,9414635421696.0,-4567326523392.0,-235634425856.0,-6313122725888.0,2840246353920.0,-4538946289664.0,-2290255659008.0,3687258783744.0
-216361713664.0,-1919136825344.0,487503560704.0,406021242880.0,893913923584.0,-618633232384.0,-333661831168.0,-3049669525504.0,-539561295872.0,-1381254561792.0,1959554187264.0,822097346560.0,2054121193472.0,-356977442816.0
-259086843904.0,-347425832960.0,248327553024.0,-527397453824.0,10178703360.0,213727019008.0,-609941454848.0,-338328420352.0,-255991889920.0,-350155997184.0,-98764873728.0,527702589440.0,-327586873344.0,408785289216.0
60979277824.0,43151892480.0,29489655808.0,211101597696.0,-2927184384.0,-20451221504.0,29065256960.0,160225820672.0,61742583808.0,-109612171264.0,-147849330688.0,-89758048256.0,179643121664.0,-1205099008.0
-13443433472.0,-7242191360.0,13632901120.0,-21323972608.0,-5085628416.0,-23954888704.0,-25072838656.0,17936027648.0,-34475278336.0,30807244800.0,-4640898560.0,4138543360.0,-28513409024.0,4128344832.0
-3488402176.0,-1520711808.0,6889736704.0,5378463744.0,-9274079232.0,-5160637952.0,9315381248.0,-651175808.0,-864725504.0,-6307385344.0,950424064.0,-2249604608.0,-6042654208.0,-3047933696.0
-594264576.0,-561061632.0,-1959184896.0,483008256.0,1192101504.0,859753088.0,-150306720.0,-905837760.0,-1665587200.0,-155866496.0,-1128379136.0,6731696.0,913613184.0,-298364160.0
594303168.0,295666528.0,-324384768.0,-66043712.0,-65220592.0,175526416.0,-308593824.0,151498176.0,511798848.0,-436245184.0,-90278976.0,-150360864.0,-447901952.0,216690384.0
-16706410.0,100975272.0,-125179240.0,-112986600.0,94156200.0,63212336.0,156511104.0,74259288.0,-119657800.0,-29625526.0,41537172.0,52766956.0,-97030696.0,-70312584.0
34110968.0,-14695227.0,-7161204.0,32978554.0,21311438.0,9374892.0,-11458758.0,41004856.0,-11855482.0,-15816888.0,58505652.0,-33191624.0,-11020512.0,-1320985.0
-4178726.0,-14006046.0,-1489635.25,3201295.25,-5520334.0,11505073.0,10002758.0,663927.25,3833694.0,10110655.0,-3023091.0,4824590.5,3471031.0,5740514.5
-3270161.0,-2468886.75,-1723053.625,58565.33203125,448247.96875,-236478.671875,1351067.625,-66668.703125,2651210.5,-1619832.75,3578359.0,-871505.125,1268798.875,2173645.5
-371862.0625,136605.671875,1248730.25,309675.34375,-82041.09375,437664.375,518336.25,-266814.96875,113999.2890625,-18281.61328125,-595063.875,-99989.3828125,34578.20703125,-16369.64453125
-38045.19140625,163477.4375,-45448.15625,-227402.40625,24425.357421875,-57588.54296875,3675.4453125,-147803.359375,-194640.5,-138217.609375,-44232.875,-34800.25,-70342.546875,12045.154296875
-11402.3115234375,-10252.654296875,-10336.0224609375,-32494.798828125,-7355.380859375,-29975.814453125,2355.302734375,-29062.673828125,-18921.130859375,-57302.48828125,-24545.99609375,559.044921875,23096.234375,22928.0234375
16458.857421875,4422.623046875,-5691.58447265625,76.7164306640625,-10628.8701171875,7285.83349609375,-260.50225830078125,-3181.6298828125,-11598.07421875,3000.18896484375,2096.355712890625,-9211.2041015625,1265.448486328125,-1650.5185546875
3208.7275390625,-1671.392578125,-3006.5283203125,-3418.876953125,-4345.21337890625,1027.143310546875,3134.2666015625,-5440.8193359375,-2521.0009765625,4205.58935546875,863.734375,-1763.6903076171875,6020.9638671875,912.6049194335938
-443.1390380859375,-581.6633911132812,-2421.4931640625,-531.8087158203125,-1041.0316162109375,1144.133056640625,1293.92138671875,-445.8903503417969,-709.3792724609375,528.9585571289062,767.22021484375,727.9179077148438,1136.2100830078125,-1186.745361328125
499.88385009765625,89.04713439941406,120.82471466064453,-81.7153091430664,-30.4840087890625,-201.244140625,-64.67469024658203,-206.11376953125,-200.95098876953125,239.67823791503906,201.4206085205078,-194.9491424560547,-300.06536865234375,230.85755920410156
-14.713179588317871,-32.75884246826172,1.1371116638183594,3.772331714630127,58.72603988647461,17.71942710876465,52.37882995605469,-155.2729034423828,-24.244155883789062,-42.27800750732422,-9.677144050598145,-12.084073066711426,-7.1589202880859375,94.91658020019531
-17.281517028808594,13.231033325195312,-11.12257194519043,38.818424224853516,-22.332300186157227,-16.260887145996094,9.344486236572266,-30.42150115966797,-2.279177665710449,5.791324615478516,16.69660186767578,14.367159843444824,11.225435256958008,1.7633867263793945
1.4506635665893555,-7.428910255432129,2.88631272315979,-3.658531665802002,-8.154692649841309,-5.597332954406738,7.897644996643066,0.987128734588623,1.2254503965377808,5.645453453063965,-5.369602203369141,2.0049729347229004,8.340325355529785,-3.0646347999572754
1.3219441175460815,3.195072889328003,0.2780996561050415,-0.644385039806366,1.738330364227295,-0.5514563322067261,-2.315157175064087,-2.0049209594726562,2.2027666568756104,0.06888602674007416,-0.6496402025222778,1.2985330820083618,-0.9460371732711792,1.0855953693389893
0.0,1.0,0.0,-1.0
